plot_id,tree_id,species,species_code,dbh_cm,height_m,agb_kg
P118,P118-17,Douglas-fir,FDC,8.0,8.4,50.3
P118,P118-18,Western hemlock,HW,11.7,14.2,102.5
P118,P118-19,Western hemlock,HW,14.0,14.7,167.6
P118,P118-20,Red alder,DR,11.3,11.0,78.3
P118,P118-21,Western hemlock,HW,24.6,19.0,477.6
P118,P118-22,Western redcedar,CW,22.6,19.3,341.2
P118,P118-23,Red alder,DR,33.1,19.5,651.9
P118,P118-24,Western hemlock,HW,33.7,22.8,843.3
P118,P118-25,Western hemlock,HW,19.7,18.0,292.5
P118,P118-26,Red alder,DR,24.0,18.4,344.6
P118,P118-27,Western redcedar,CW,57.0,29.8,2095.7
P118,P118-28,Douglas-fir,FDC,17.8,13.4,281.6
P118,P118-29,Douglas-fir,FDC,24.7,19.1,487.9
P118,P118-30,Douglas-fir,FDC,14.9,9.5,195.2
P118,P118-31,Douglas-fir,FDC,20.3,18.2,307.6
P118,P118-32,Western hemlock,HW,10.3,7.7,87.9
P118,P118-33,Douglas-fir,FDC,30.7,24.7,810.8
P118,P118-34,Douglas-fir,FDC,18.7,14.2,296.6
P118,P118-35,Western hemlock,HW,20.9,16.5,349.2
P118,P118-36,Western redcedar,CW,32.1,16.6,603.8
P118,P118-37,Western redcedar,CW,29.0,16.8,517.3
P118,P118-38,Douglas-fir,FDC,36.4,26.3,1163.0
P118,P118-39,Douglas-fir,FDC,15.4,13.0,182.3
P118,P118-40,Bigleaf maple,MB,42.4,19.2,1357.4
P118,P118-41,Red alder,DR,14.3,14.4,118.6
P118,P118-42,Douglas-fir,FDC,28.4,21.4,687.9
P118,P118-43,Douglas-fir,FDC,21.8,19.7,367.9
P118,P118-44,Douglas-fir,FDC,19.0,15.3,293.8
P118,P118-45,Western hemlock,HW,15.7,14.1,197.8
P118,P118-46,Douglas-fir,FDC,25.3,20.9,498.8
P118,P118-47,Western redcedar,CW,9.8,6.1,56.3
P118,P118-48,Western hemlock,HW,22.7,22.0,417.3
P118,P118-49,Western redcedar,CW,33.7,22.2,743.9
P118,P118-50,Douglas-fir,FDC,19.4,16.9,340.8
P118,P118-51,Douglas-fir,FDC,27.4,20.8,670.1
P118,P118-52,Douglas-fir,FDC,27.0,23.2,625.5
P118,P118-53,Western redcedar,CW,11.3,6.9,85.8
P118,P118-54,Western redcedar,CW,20.9,15.8,286.9
P118,P118-55,Douglas-fir,FDC,19.3,16.7,320.5
P118,P118-56,Douglas-fir,FDC,32.7,22.9,983.6
P118,P118-57,Western hemlock,HW,36.6,26.3,1037.5
P118,P118-58,Western redcedar,CW,19.2,12.3,251.4
P118,P118-59,Western hemlock,HW,23.3,19.6,472.2
P118,P118-60,Western hemlock,HW,23.2,20.2,407.3
P118,P118-61,Douglas-fir,FDC,18.7,17.2,287.9
P118,P118-62,Douglas-fir,FDC,25.1,20.2,501.7
P118,P118-63,Western hemlock,HW,46.0,29.2,1852.4
P118,P118-64,Douglas-fir,FDC,20.8,18.2,333.7
P118,P118-65,Douglas-fir,FDC,38.3,26.9,1328.6
P118,P118-66,Western hemlock,HW,34.9,23.9,973.8
P119,P119-01,Douglas-fir,FDC,41.6,30.1,1585.0
P119,P119-02,Western redcedar,CW,47.2,26.9,1513.5
P119,P119-03,Douglas-fir,FDC,51.4,30.9,2277.3
P119,P119-04,Western hemlock,HW,24.8,20.3,447.8
P119,P119-05,Douglas-fir,FDC,44.5,28.3,1795.5
P119,P119-06,Western hemlock,HW,37.2,25.6,1216.9
P119,P119-07,Sitka spruce,SS,27.7,24.1,541.4
P119,P119-08,Sitka spruce,SS,56.5,35.4,2367.5
P119,P119-09,Douglas-fir,FDC,29.3,23.0,745.8
P119,P119-10,Western redcedar,CW,43.5,25.0,1112.3
P119,P119-11,Douglas-fir,FDC,16.5,16.2,221.5
P119,P119-12,Douglas-fir,FDC,46.2,30.4,1822.5
P119,P119-13,Western hemlock,HW,27.9,25.8,558.1
P119,P119-14,Western hemlock,HW,43.9,28.9,1488.7
P119,P119-15,Sitka spruce,SS,18.1,16.5,234.2
P119,P119-16,Sitka spruce,SS,21.2,16.5,352.6
P119,P119-17,Douglas-fir,FDC,35.3,21.5,1016.3
P119,P119-18,Western redcedar,CW,39.7,22.5,922.5
P119,P119-19,Bigleaf maple,MB,54.7,22.2,2326.1
P119,P119-20,Sitka spruce,SS,34.0,26.2,887.3
P119,P119-21,Sitka spruce,SS,39.9,31.2,1155.5
P119,P119-22,Douglas-fir,FDC,47.0,29.4,2002.5
P119,P119-23,Douglas-fir,FDC,30.3,24.4,812.2
P119,P119-24,Western hemlock,HW,16.5,14.6,223.5
P119,P119-25,Western redcedar,CW,44.9,20.6,1261.3
P119,P119-26,Western redcedar,CW,65.0,28.5,2546.4
P119,P119-27,Douglas-fir,FDC,37.5,27.0,1197.9
P119,P119-28,Western hemlock,HW,28.0,18.8,623.0
P119,P119-29,Douglas-fir,FDC,36.4,25.1,1091.9
P119,P119-30,Sitka spruce,SS,40.7,29.4,1240.3
P119,P119-31,Western redcedar,CW,51.8,24.8,1719.7
P119,P119-32,Western hemlock,HW,42.9,29.3,1348.8
P119,P119-33,Bigleaf maple,MB,12.3,6.0,114.7
P119,P119-34,Western hemlock,HW,29.3,24.6,659.6
P119,P119-35,Douglas-fir,FDC,14.7,11.1,167.3
P119,P119-36,Douglas-fir,FDC,37.6,26.1,1120.8
P120,P120-01,Western redcedar,CW,15.2,13.9,152.8
P120,P120-02,Western hemlock,HW,22.7,16.8,397.3
P120,P120-03,Western hemlock,HW,16.3,14.9,209.6
P120,P120-04,Western hemlock,HW,26.3,18.6,502.7
P120,P120-05,Douglas-fir,FDC,26.7,20.1,579.2
P120,P120-06,Western hemlock,HW,14.0,11.8,154.0
P120,P120-07,Douglas-fir,FDC,25.2,21.0,501.3
P120,P120-08,Western hemlock,HW,15.1,10.9,180.9
P120,P120-09,Western hemlock,HW,39.3,26.4,1171.5
P120,P120-10,Western hemlock,HW,44.4,28.4,1729.5
P120,P120-11,Douglas-fir,FDC,31.2,25.3,749.4
P120,P120-12,Douglas-fir,FDC,19.1,17.3,289.0
P120,P120-13,Bigleaf maple,MB,13.7,10.0,154.4
P120,P120-14,Western hemlock,HW,13.0,12.4,119.3
P120,P120-15,Western redcedar,CW,11.5,7.3,77.4
P120,P120-16,Bigleaf maple,MB,29.1,19.4,593.7
P120,P120-17,Red alder,DR,10.3,10.9,70.3
P120,P120-18,Western redcedar,CW,13.8,12.5,110.0
P120,P120-19,Western hemlock,HW,9.7,9.9,75.2
P120,P120-20,Douglas-fir,FDC,19.4,16.0,288.3
P120,P120-21,Red alder,DR,14.2,11.4,114.3
P120,P120-22,Western hemlock,HW,17.9,16.8,265.1
P120,P120-23,Western redcedar,CW,15.3,9.7,141.0
P120,P120-24,Western redcedar,CW,15.9,10.5,158.4
P120,P120-25,Western redcedar,CW,14.8,9.9,138.6
P120,P120-26,Douglas-fir,FDC,27.1,22.0,559.9
P120,P120-27,Douglas-fir,FDC,18.2,16.0,274.5
P120,P120-28,Western hemlock,HW,27.4,22.8,559.8
P120,P120-29,Douglas-fir,FDC,23.3,18.3,463.8
P120,P120-30,Douglas-fir,FDC,13.1,14.5,131.7
P120,P120-31,Western redcedar,CW,18.2,13.7,202.1
P120,P120-32,Western hemlock,HW,25.9,23.5,506.8
P120,P120-33,Douglas-fir,FDC,34.0,24.4,990.4
P120,P120-34,Douglas-fir,FDC,24.1,19.9,502.1
P120,P120-35,Western hemlock,HW,22.3,19.9,358.5
P120,P120-36,Western hemlock,HW,11.9,12.3,110.3
P120,P120-37,Red alder,DR,24.1,16.4,396.1
P120,P120-38,Western hemlock,HW,12.7,13.8,122.9
P120,P120-39,Douglas-fir,FDC,21.7,17.0,412.8
P120,P120-40,Douglas-fir,FDC,15.6,15.9,198.2
P120,P120-41,Douglas-fir,FDC,20.0,14.3,363.8
P120,P120-42,Western redcedar,CW,15.7,10.4,143.0
P120,P120-43,Western redcedar,CW,15.6,13.3,145.9
P120,P120-44,Douglas-fir,FDC,13.9,10.8,162.3
P120,P120-45,Western hemlock,HW,13.5,12.0,147.0
P120,P120-46,Douglas-fir,FDC,26.9,21.0,646.5
P120,P120-47,Douglas-fir,FDC,22.3,16.4,407.8
P120,P120-48,Douglas-fir,FDC,21.1,16.6,341.5
P120,P120-49,Douglas-fir,FDC,11.8,10.8,110.0
P120,P120-50,Western redcedar,CW,19.3,12.9,227.8
P120,P120-51,Douglas-fir,FDC,9.5,8.2,67.2
P120,P120-52,Western hemlock,HW,30.4,22.1,784.4
P120,P120-53,Western hemlock,HW,22.6,19.0,425.2
P120,P120-54,Red alder,DR,21.0,19.7,307.4
P120,P120-55,Western hemlock,HW,26.1,19.7,540.2
P120,P120-56,Douglas-fir,FDC,23.4,20.3,457.6
P120,P120-57,Douglas-fir,FDC,18.1,11.5,264.4
P120,P120-58,Western hemlock,HW,30.0,23.1,722.7
P120,P120-59,Western hemlock,HW,33.6,26.6,937.5
P120,P120-60,Douglas-fir,FDC,36.7,25.7,1156.7
P121,P121-01,Red alder,DR,23.0,18.1,351.0
P121,P121-02,Western redcedar,CW,22.4,14.7,342.3
P121,P121-03,Douglas-fir,FDC,11.5,11.3,100.5
P121,P121-04,Western hemlock,HW,21.0,19.1,346.9
P121,P121-05,Red alder,DR,17.7,17.2,189.8
P121,P121-06,Douglas-fir,FDC,11.5,12.0,101.9
P121,P121-07,Western redcedar,CW,21.6,14.1,298.8
P121,P121-08,Western hemlock,HW,12.7,9.8,113.0
P121,P121-09,Red alder,DR,13.4,6.8,115.8
P121,P121-10,Douglas-fir,FDC,16.6,12.7,209.5
P121,P121-11,Western redcedar,CW,23.9,15.4,370.7
P121,P121-12,Western hemlock,HW,15.3,16.6,176.4
P121,P121-13,Douglas-fir,FDC,18.1,15.4,275.3
P121,P121-14,Douglas-fir,FDC,14.2,11.9,150.2
P121,P121-15,Douglas-fir,FDC,19.0,15.3,288.2
P121,P121-16,Douglas-fir,FDC,20.7,16.1,374.3
P121,P121-17,Douglas-fir,FDC,31.0,26.0,877.7
P121,P121-18,Douglas-fir,FDC,28.4,22.4,661.0
P121,P121-19,Western hemlock,HW,17.0,14.2,241.1
P121,P121-20,Western hemlock,HW,30.5,22.9,685.8
P121,P121-21,Red alder,DR,52.3,25.0,1677.9
P121,P121-22,Douglas-fir,FDC,40.9,27.7,1280.0
P121,P121-23,Bigleaf maple,MB,13.8,12.0,151.3
P121,P121-24,Western redcedar,CW,37.4,22.1,855.5
P121,P121-25,Douglas-fir,FDC,40.6,28.2,1247.5
P121,P121-26,Douglas-fir,FDC,44.6,27.1,1712.1
P121,P121-27,Western hemlock,HW,23.5,17.4,439.2
P121,P121-28,Western hemlock,HW,28.9,21.1,616.7
P121,P121-29,Douglas-fir,FDC,30.4,21.8,757.6
P121,P121-30,Douglas-fir,FDC,19.9,15.5,318.6
P121,P121-31,Western hemlock,HW,24.5,20.0,440.7
P121,P121-32,Douglas-fir,FDC,15.3,15.9,180.8
P121,P121-33,Bigleaf maple,MB,20.0,14.6,305.6
P121,P121-34,Douglas-fir,FDC,16.5,17.4,228.9
P121,P121-35,Douglas-fir,FDC,23.8,19.2,433.2
P121,P121-36,Douglas-fir,FDC,24.1,19.2,456.1
P121,P121-37,Western hemlock,HW,13.8,13.4,146.4
P122,P122-01,Western hemlock,HW,28.9,23.1,635.0
P122,P122-02,Western hemlock,HW,20.1,15.8,342.8
P122,P122-03,Western hemlock,HW,17.8,14.4,271.9
P122,P122-04,Western hemlock,HW,19.2,16.2,293.8
P122,P122-05,Douglas-fir,FDC,19.6,16.7,330.3
P122,P122-06,Douglas-fir,FDC,40.6,27.3,1254.8
P122,P122-07,Douglas-fir,FDC,8.5,8.0,62.8
P122,P122-08,Douglas-fir,FDC,15.5,15.6,206.5
P122,P122-09,Douglas-fir,FDC,27.4,21.8,661.6
P122,P122-10,Douglas-fir,FDC,8.5,11.7,58.9
P122,P122-11,Western redcedar,CW,36.8,23.8,929.7
P122,P122-12,Western hemlock,HW,38.1,26.6,1272.5
P122,P122-13,Western hemlock,HW,30.3,22.8,772.2
P122,P122-14,Douglas-fir,FDC,16.1,15.1,208.6
P122,P122-15,Douglas-fir,FDC,23.8,18.2,482.9
P122,P122-16,Western hemlock,HW,11.3,10.6,99.2
P122,P122-17,Bigleaf maple,MB,20.0,15.0,303.3
P122,P122-18,Douglas-fir,FDC,13.5,13.0,145.7
P122,P122-19,Douglas-fir,FDC,21.3,20.4,353.8
P122,P122-20,Western hemlock,HW,23.6,19.3,427.8
P122,P122-21,Western hemlock,HW,27.2,21.3,599.8
P122,P122-22,Douglas-fir,FDC,7.5,6.1,49.1
P122,P122-23,Western redcedar,CW,25.5,15.6,439.9
P122,P122-24,Douglas-fir,FDC,11.7,13.3,117.4
P122,P122-25,Douglas-fir,FDC,21.4,17.9,372.5
P122,P122-26,Western hemlock,HW,29.1,23.6,684.8
P122,P122-27,Douglas-fir,FDC,17.5,18.4,261.5
P122,P122-28,Douglas-fir,FDC,18.7,15.5,268.7
P122,P122-29,Douglas-fir,FDC,22.5,19.3,383.6
P122,P122-30,Red alder,DR,12.4,12.3,91.0
P122,P122-31,Western redcedar,CW,13.9,12.8,131.8
P122,P122-32,Douglas-fir,FDC,36.4,25.9,1060.6
P122,P122-33,Western hemlock,HW,14.2,10.1,165.7
P122,P122-34,Western redcedar,CW,23.9,15.7,374.0
P122,P122-35,Western hemlock,HW,30.6,24.4,757.7
P122,P122-36,Douglas-fir,FDC,19.7,15.0,319.5
P122,P122-37,Western hemlock,HW,20.1,14.8,304.3
P122,P122-38,Douglas-fir,FDC,17.6,17.3,273.1
P123,P123-01,Western hemlock,HW,20.8,16.6,344.1
P123,P123-02,Western redcedar,CW,46.1,24.1,1513.9
P123,P123-03,Western hemlock,HW,33.1,25.9,889.3
P123,P123-04,Western hemlock,HW,23.1,20.3,442.4
P123,P123-05,Red alder,DR,23.4,17.5,385.8
P123,P123-06,Western hemlock,HW,27.6,24.7,546.6
P123,P123-07,Douglas-fir,FDC,20.3,16.7,327.4
P123,P123-08,Western redcedar,CW,38.5,23.2,914.4
P123,P123-09,Douglas-fir,FDC,21.9,18.8,382.6
P123,P123-10,Red alder,DR,31.1,22.8,654.1
P123,P123-11,Western hemlock,HW,12.9,14.9,124.2
P123,P123-12,Douglas-fir,FDC,24.4,18.2,477.0
P123,P123-13,Douglas-fir,FDC,38.8,25.7,1356.6
P123,P123-14,Douglas-fir,FDC,20.2,14.8,311.0
P123,P123-15,Western hemlock,HW,21.6,19.9,362.2
P123,P123-16,Western hemlock,HW,16.9,16.0,237.9
P123,P123-17,Douglas-fir,FDC,23.5,18.1,458.7
P123,P123-18,Western redcedar,CW,11.4,9.2,75.3
P123,P123-19,Western hemlock,HW,10.5,12.0,84.7
P123,P123-20,Western hemlock,HW,20.1,15.5,324.4
P123,P123-21,Western hemlock,HW,25.9,22.0,534.2
P123,P123-22,Western hemlock,HW,22.5,16.3,402.1
P123,P123-23,Western hemlock,HW,20.8,17.5,315.6
P123,P123-24,Western redcedar,CW,31.4,22.0,696.1
P123,P123-25,Red alder,DR,17.7,16.4,194.9
P123,P123-26,Western hemlock,HW,13.1,13.7,121.0
P123,P123-27,Western redcedar,CW,25.4,16.7,412.5
P123,P123-28,Red alder,DR,28.7,18.9,489.3
P123,P123-29,Douglas-fir,FDC,21.7,19.0,407.1
P123,P123-30,Western hemlock,HW,28.2,23.2,599.9
P123,P123-31,Red alder,DR,26.3,19.2,430.0
P123,P123-32,Western hemlock,HW,20.6,15.6,319.2
P123,P123-33,Western hemlock,HW,13.0,12.7,137.5
P123,P123-34,Western hemlock,HW,24.4,19.4,466.9
P123,P123-35,Bigleaf maple,MB,33.4,19.1,835.3
P123,P123-36,Western redcedar,CW,44.7,25.8,1209.9
P123,P123-37,Douglas-fir,FDC,31.4,23.4,785.1
P123,P123-38,Douglas-fir,FDC,22.7,17.3,420.8
P123,P123-39,Douglas-fir,FDC,44.5,31.5,1677.5
P123,P123-40,Western redcedar,CW,26.6,17.1,488.3
P123,P123-41,Western hemlock,HW,11.3,9.4,95.3
P123,P123-42,Douglas-fir,FDC,25.3,20.2,533.5
P123,P123-43,Douglas-fir,FDC,8.9,9.8,66.0
P123,P123-44,Western hemlock,HW,39.4,27.5,1134.4
P123,P123-45,Western hemlock,HW,28.2,22.9,572.4
P123,P123-46,Red alder,DR,31.1,25.1,684.3
P123,P123-47,Western hemlock,HW,22.7,18.3,438.2
P123,P123-48,Douglas-fir,FDC,23.3,18.2,422.4
P123,P123-49,Western hemlock,HW,26.4,17.8,506.7
P123,P123-50,Douglas-fir,FDC,14.5,9.9,183.6
P123,P123-51,Douglas-fir,FDC,12.3,14.5,127.2
P123,P123-52,Red alder,DR,45.2,25.2,1372.2
P123,P123-53,Red alder,DR,15.1,14.0,139.2
P123,P123-54,Douglas-fir,FDC,15.1,12.7,189.2
P123,P123-55,Western hemlock,HW,30.0,21.8,753.6
P123,P123-56,Western hemlock,HW,38.1,27.5,1053.9
P123,P123-57,Western hemlock,HW,19.5,17.9,314.4
P123,P123-58,Western hemlock,HW,30.4,21.8,689.6
P123,P123-59,Western hemlock,HW,33.9,26.0,967.3
P123,P123-60,Douglas-fir,FDC,22.8,19.8,454.9
P123,P123-61,Western hemlock,HW,31.2,25.0,759.9
P123,P123-62,Douglas-fir,FDC,16.8,16.0,230.6
P123,P123-63,Western hemlock,HW,32.5,24.7,914.6
P123,P123-64,Western hemlock,HW,34.9,24.3,889.1
P123,P123-65,Western redcedar,CW,22.6,12.9,307.5
P123,P123-66,Western hemlock,HW,7.5,8.8,42.7
P123,P123-67,Red alder,DR,8.5,7.2,46.6
P123,P123-68,Red alder,DR,16.3,13.5,173.9
P123,P123-69,Douglas-fir,FDC,18.4,15.6,282.8
P123,P123-70,Douglas-fir,FDC,17.8,15.9,259.3
P123,P123-71,Bigleaf maple,MB,27.9,17.7,608.7
P123,P123-72,Western hemlock,HW,9.2,9.1,67.5
P123,P123-73,Douglas-fir,FDC,57.6,35.1,2553.5
P123,P123-74,Western hemlock,HW,27.3,21.0,581.0
P123,P123-75,Western hemlock,HW,11.4,11.7,90.6
P123,P123-76,Western hemlock,HW,26.4,21.6,582.2
P123,P123-77,Red alder,DR,34.9,20.7,831.3
P123,P123-78,Douglas-fir,FDC,17.3,15.8,259.9
P123,P123-79,Western hemlock,HW,22.4,17.9,377.2
P123,P123-80,Red alder,DR,18.8,17.9,239.4
P123,P123-81,Douglas-fir,FDC,25.2,22.2,567.9
P123,P123-82,Douglas-fir,FDC,15.0,9.0,189.1
P123,P123-83,Bigleaf maple,MB,15.9,12.5,187.0
P123,P123-84,Douglas-fir,FDC,31.8,23.0,911.7
P123,P123-85,Bigleaf maple,MB,44.3,20.4,1614.9
P123,P123-86,Western hemlock,HW,26.9,21.4,577.7
P123,P123-87,Douglas-fir,FDC,13.8,11.9,143.2
P124,P124-01,Douglas-fir,FDC,33.6,23.5,876.8
P124,P124-02,Douglas-fir,FDC,27.4,20.9,675.6
P124,P124-03,Douglas-fir,FDC,26.6,20.2,634.0
P124,P124-04,Red alder,DR,20.8,16.7,303.0
P124,P124-05,Western hemlock,HW,12.2,10.5,110.1
P124,P124-06,Douglas-fir,FDC,32.4,27.0,811.6
P124,P124-07,Bigleaf maple,MB,17.9,12.4,257.5
P124,P124-08,Douglas-fir,FDC,16.6,16.3,222.2
P124,P124-09,Douglas-fir,FDC,20.3,18.7,328.3
P124,P124-10,Western hemlock,HW,29.3,23.4,635.1
P124,P124-11,Bigleaf maple,MB,23.0,16.1,394.3
P124,P124-12,Bigleaf maple,MB,16.7,11.9,222.0
P124,P124-13,Western hemlock,HW,20.8,18.7,321.0
P124,P124-14,Western hemlock,HW,19.3,16.1,273.2
P124,P124-15,Douglas-fir,FDC,39.3,27.4,1217.2
P124,P124-16,Western hemlock,HW,19.4,17.9,284.0
P124,P124-17,Western hemlock,HW,12.5,13.2,127.6
P124,P124-18,Western hemlock,HW,11.9,12.5,109.6
P124,P124-19,Red alder,DR,19.3,15.7,244.2
P124,P124-20,Douglas-fir,FDC,13.7,12.8,148.4
P124,P124-21,Douglas-fir,FDC,22.8,17.5,468.0
P124,P124-22,Douglas-fir,FDC,18.9,16.7,311.5
P124,P124-23,Western redcedar,CW,26.1,19.2,419.9
P124,P124-24,Douglas-fir,FDC,40.4,30.6,1430.6
P124,P124-25,Western hemlock,HW,36.7,25.7,1041.5
P124,P124-26,Douglas-fir,FDC,20.0,17.8,359.5
P124,P124-27,Bigleaf maple,MB,11.9,8.1,112.3
P124,P124-28,Douglas-fir,FDC,12.3,9.4,134.7
P124,P124-29,Bigleaf maple,MB,50.0,23.1,1956.3
P124,P124-30,Western redcedar,CW,37.4,19.6,877.6
P124,P124-31,Douglas-fir,FDC,38.9,27.7,1149.2
P124,P124-32,Red alder,DR,25.3,16.9,396.2
P124,P124-33,Douglas-fir,FDC,30.1,22.3,733.2
P124,P124-34,Western hemlock,HW,15.0,10.7,159.8
P124,P124-35,Western hemlock,HW,28.6,23.7,675.4
P124,P124-36,Bigleaf maple,MB,12.9,9.4,122.7
P124,P124-37,Douglas-fir,FDC,40.6,27.6,1347.4
P124,P124-38,Douglas-fir,FDC,46.3,29.3,1668.8
P124,P124-39,Douglas-fir,FDC,12.6,11.9,121.4
P124,P124-40,Western hemlock,HW,20.1,16.0,303.4
P124,P124-41,Western hemlock,HW,21.2,21.0,323.6
P124,P124-42,Douglas-fir,FDC,18.8,16.6,307.8
P124,P124-43,Douglas-fir,FDC,8.0,10.3,47.5
P124,P124-44,Douglas-fir,FDC,15.5,14.4,215.7
P124,P124-45,Western hemlock,HW,43.7,28.2,1663.1
P124,P124-46,Western hemlock,HW,21.4,19.1,363.3
P124,P124-47,Douglas-fir,FDC,18.3,16.9,301.3
P124,P124-48,Western redcedar,CW,19.9,15.4,236.1
P124,P124-49,Western hemlock,HW,7.5,8.9,42.6
P124,P124-50,Western hemlock,HW,60.9,35.1,3029.3
P124,P124-51,Western hemlock,HW,38.7,23.5,1109.0
P124,P124-52,Douglas-fir,FDC,53.3,32.8,2239.9
P124,P124-53,Douglas-fir,FDC,14.1,12.8,169.6
P124,P124-54,Douglas-fir,FDC,10.2,9.2,77.8
P124,P124-55,Douglas-fir,FDC,26.6,23.5,584.2
P124,P124-56,Douglas-fir,FDC,31.1,23.8,882.8
P124,P124-57,Douglas-fir,FDC,25.9,20.9,578.5
P125,P125-01,Douglas-fir,FDC,30.7,23.2,862.9
P125,P125-02,Western redcedar,CW,22.3,15.4,297.3
P125,P125-03,Red alder,DR,29.8,20.9,523.2
P125,P125-04,Bigleaf maple,MB,17.8,15.1,243.7
P125,P125-05,Douglas-fir,FDC,13.2,13.7,130.3
P125,P125-06,Douglas-fir,FDC,13.5,12.0,158.3
P125,P125-07,Red alder,DR,34.1,20.7,813.6
P125,P125-08,Western redcedar,CW,29.2,19.3,591.2
P125,P125-09,Western hemlock,HW,26.5,20.1,544.3
P125,P125-10,Western redcedar,CW,20.3,14.9,244.0
P125,P125-11,Douglas-fir,FDC,19.0,15.8,282.6
P125,P125-12,Red alder,DR,13.5,14.4,117.2
P125,P125-13,Bigleaf maple,MB,36.8,23.6,1023.1
P125,P125-14,Douglas-fir,FDC,17.5,16.8,269.1
P125,P125-15,Douglas-fir,FDC,36.0,29.3,1086.8
P125,P125-16,Western hemlock,HW,22.1,20.3,369.3
P125,P125-17,Western redcedar,CW,35.3,23.0,855.5
P125,P125-18,Western hemlock,HW,13.3,15.0,141.8
P125,P125-19,Western redcedar,CW,36.0,19.8,819.9
P125,P125-20,Western redcedar,CW,31.3,16.8,615.6
P125,P125-21,Western redcedar,CW,10.6,6.6,64.3
P125,P125-22,Douglas-fir,FDC,12.9,13.5,129.1
P125,P125-23,Douglas-fir,FDC,36.9,25.0,1130.8
P125,P125-24,Red alder,DR,15.4,15.7,159.9
P125,P125-25,Douglas-fir,FDC,28.5,22.7,710.5
P125,P125-26,Douglas-fir,FDC,19.6,19.1,300.2
P125,P125-27,Douglas-fir,FDC,31.3,22.0,874.2
P125,P125-28,Douglas-fir,FDC,18.2,16.0,268.5
P125,P125-29,Western hemlock,HW,33.9,24.7,837.3
P125,P125-30,Bigleaf maple,MB,16.1,12.8,198.8
P125,P125-31,Douglas-fir,FDC,21.0,17.4,356.6
P125,P125-32,Western hemlock,HW,39.9,25.8,1219.7
P125,P125-33,Western hemlock,HW,14.8,14.7,182.0
P125,P125-34,Western hemlock,HW,18.2,15.8,268.5
P125,P125-35,Western hemlock,HW,44.3,30.8,1455.7
P125,P125-36,Douglas-fir,FDC,27.7,20.7,677.7
P125,P125-37,Bigleaf maple,MB,31.1,17.9,774.6
P125,P125-38,Douglas-fir,FDC,13.5,14.5,161.2
P125,P125-39,Douglas-fir,FDC,41.8,27.6,1458.1
P125,P125-40,Douglas-fir,FDC,28.3,21.3,688.3
P125,P125-41,Western redcedar,CW,27.6,17.0,481.9
P125,P125-42,Douglas-fir,FDC,14.7,13.2,172.5
P125,P125-43,Western hemlock,HW,25.1,20.9,499.0
P125,P125-44,Red alder,DR,15.6,14.1,162.3
P125,P125-45,Douglas-fir,FDC,11.6,14.5,102.8
P125,P125-46,Western hemlock,HW,24.0,21.0,454.4
P125,P125-47,Douglas-fir,FDC,20.8,18.6,351.8
P125,P125-48,Western hemlock,HW,18.5,16.6,266.4
P125,P125-49,Western hemlock,HW,23.6,15.8,458.5
P125,P125-50,Douglas-fir,FDC,9.8,7.9,80.2
P125,P125-51,Douglas-fir,FDC,15.4,14.6,210.5
P125,P125-52,Western hemlock,HW,28.0,24.3,631.4
P125,P125-53,Douglas-fir,FDC,15.6,11.0,212.9
P125,P125-54,Douglas-fir,FDC,26.7,22.2,602.9
P125,P125-55,Douglas-fir,FDC,50.9,33.1,2387.0
P125,P125-56,Bigleaf maple,MB,29.7,18.2,729.7
P125,P125-57,Douglas-fir,FDC,14.9,12.2,166.1
P125,P125-58,Douglas-fir,FDC,12.7,10.2,145.5
P125,P125-59,Douglas-fir,FDC,27.2,22.4,674.9
P125,P125-60,Douglas-fir,FDC,20.8,18.0,344.8
P125,P125-61,Douglas-fir,FDC,8.9,9.7,61.2
P125,P125-62,Western redcedar,CW,25.9,17.0,466.3
P125,P125-63,Douglas-fir,FDC,31.9,24.4,899.6
P125,P125-64,Western hemlock,HW,17.7,19.5,234.1
P125,P125-65,Western hemlock,HW,36.9,26.6,1003.4
P125,P125-66,Red alder,DR,18.0,16.7,211.7
P125,P125-67,Western redcedar,CW,22.6,15.8,355.1
P125,P125-68,Douglas-fir,FDC,26.1,21.3,534.2
P125,P125-69,Western redcedar,CW,19.9,14.1,234.0
P125,P125-70,Red alder,DR,28.5,18.3,550.9
P126,P126-01,Bigleaf maple,MB,34.3,18.6,965.0
P126,P126-02,Sitka spruce,SS,27.8,24.5,629.2
P126,P126-03,Western hemlock,HW,33.2,26.2,925.0
P126,P126-04,Douglas-fir,FDC,30.7,25.2,795.4
P126,P126-05,Douglas-fir,FDC,97.9,40.7,7661.1
P126,P126-06,Western redcedar,CW,34.1,25.8,698.5
P126,P126-07,Douglas-fir,FDC,91.1,40.5,7492.0
P126,P126-08,Western hemlock,HW,23.2,18.1,402.5
P126,P126-09,Douglas-fir,FDC,34.1,24.8,941.6
P126,P126-10,Western hemlock,HW,44.0,29.6,1582.9
P126,P126-11,Douglas-fir,FDC,35.3,25.2,1135.7
P126,P126-12,Sitka spruce,SS,85.2,42.8,5235.2
P126,P126-13,Douglas-fir,FDC,37.2,26.8,1070.1
P126,P126-14,Western redcedar,CW,28.5,18.8,562.0
P126,P126-15,Western redcedar,CW,39.3,23.0,948.3
P126,P126-16,Douglas-fir,FDC,49.8,30.2,2254.1
